building_id,target_building_id,distance_in_meters,create_date,last_update_date,updated_by_user_id
PARKING-Y,FORESTHAL,143.584199052,,,
PARKING-K,FORESTHAL-A,315.937828160,,,
PARKING-N,FORESTHAL-A,323.574132326,,,
PARKING-W,FORESTHAL-A,936.954191652,,,
PARKING-Y,FORESTHAL-A,105.403027056,,,
PARKING-K,GERBERHAL,298.443905508,,,
PARKING-N,GERBERHAL,90.144810032,,,
PARKING-W,GERBERHAL,619.279954299,,,
PARKING-Y,GERBERHAL,397.062570995,,,
PARKING-K,HOLLISTER,392.438922336,,,
PARKING-N,HOLLISTER,129.994290237,,,
PARKING-W,HOLLISTER,614.166936490,,,
PARKING-Y,HOLLISTER,484.468892308,,,
PARKING-K,HORNLIBRA,295.167074535,,,
PARKING-N,HORNLIBRA,171.733338614,,,
PARKING-Y,HORNLIBRA,442.439999119,,,
SOCCERFIE,HORNLIBRA,812.257165189,,,
PARKING-K,HORNCOMPU,354.214722784,,,
PARKING-N,HORNCOMPU,211.925174953,,,
SOCCERFIE,HORNCOMPU,804.552460686,,,
PARKING-K,KEITHHALL,226.997699978,,,
PARKING-N,KEITHHALL,141.806708164,,,
PARKING-Y,KEITHHALL,358.113492633,,,
PARKING-K,KNIGHTAUD,84.546355063,,,
PARKING-N,KNIGHTAUD,410.651568634,,,
PARKING-K,KRIEBELHA,284.000008741,,,
PARKING-N,KRIEBELHA,255.242804808,,,
PARKING-K,LUKSICHAL,164.094823910,,,
PARKING-K,MUSTARDHA,301.236150745,,,
PARKING-N,MUSTARDHA,492.370579116,,,
PARKING-K,MALLOYHAL,303.974399795,,,
PARKING-K,MCCULLOUGH,236.498742277,,,
PARKING-N,MCCULLOUGH,522.594300390,,,
PARKING-H,MCCULLOUGH,526.453041236,,,
PARKING-K,PARKMANOR-S,250.222360478,,,
PARKING-H,PARKMANOR-S,499.895900831,,,
PARKING-K,PARKMANOR-C,212.844718244,,,
PARKING-K,PARKMANOR-N,169.959004995,,,
PARKING-H,PARKMANOR-N,423.389981508,,,
PARKING-K,POSTOFFIC,227.335139553,,,
PARKING-H,POSTOFFIC,475.817720197,,,
PARKING-K,CAMPUSCEN,375.874255697,,,
PARKING-K,SULLIVANB,180.703640178,,,
PARKING-K,TOMASSOHA,460.135235411,,,
PARKING-K,TRIMDININ,507.893190125,,,
PARKING-P,TRIMDININ,322.955354343,,,
PARKING-K,JABBER,156.674229724,,,
PARKING-P,JABBER,615.498816041,,,
PARKING-K,RECREATION,428.240700520,,,
PARKING-P,RECREATION,316.815195181,,,
PARKING-S,RECREATION,382.101519656,,,
PARKING-K,WESTGATEH,267.305407516,,,
PARKING-N,WESTGATEH,68.058320472,,,
PARKING-P,WESTGATEH,685.319267717,,,
PARKING-K,WOODLANDH-1,582.942292853,,,
PARKING-P,WOODLANDH-1,440.671823930,,,
PARKING-S,WOODLANDH-1,555.454951172,,,
PARKING-K,WOODLANDH-2,608.026902120,,,
PARKING-N,WOODLANDH-2,629.812029406,,,
PARKING-P,WOODLANDH-2,435.393360114,,,
PARKING-K,WOODLANDH-3,628.142434657,,,
PARKING-N,WOODLANDH-3,658.856815783,,,
PARKING-P,WOODLANDH-3,427.702290221,,,
PARKING-K,WOODLANDH-4,601.011276326,,,
PARKING-N,WOODLANDH-4,642.582928322,,,
PARKING-P,WOODLANDH-4,400.797234929,,,
PARKING-S,WOODLANDH-4,552.184294760,,,
PARKING-K,PARKING-T,572.885721895,,,
PARKING-N,PARKING-T,639.186680725,,,
PARKING-S,PARKING-T,511.709436297,,,
PARKING-W,PARKING-T,93.134891684,,,
PARKING-K,PARKING-C,201.375493295,,,
PARKING-N,PARKING-C,240.725129101,,,
PARKING-P,PARKING-C,714.966411314,,,
PARKING-N,PARKING-E,599.131216244,,,
PARKING-S,PARKING-E,362.134240236,,,
PARKING-W,PARKING-E,246.737114525,,,
PARKING-N,PARKING-K,331.620201071,,,
PARKING-S,PARKING-K,206.510205545,,,
PARKING-W,PARKING-K,663.811342552,,,
PARKING-S,PARKING-N,518.555325353,,,
PARKING-W,PARKING-N,708.501768992,,,
PARKING-N,PARKING-F,282.031565489,,,
PARKING-S,PARKING-F,501.224953902,,,
PARKING-W,PARKING-F,906.841151688,,,
PARKING-N,PARKING-H,81.587808991,,,
PARKING-S,PARKING-H,532.450931367,,,
PARKING-N,PARKING-P,749.590528950,,,
PARKING-S,PARKING-P,341.299329253,,,
PARKING-N,PARKING-S,518.555325353,,,
SOCCERFIE,PARKING-S,608.166635052,,,
PARKING-N,PARKING-W,708.501768992,,,
PARKING-S,PARKING-W,604.167383985,,,
PARKING-N,PARKING-Y,367.495246479,,,
PARKING-S,PARKING-Y,423.034718192,,,
PARKING-N,SOCCERFIE,974.306924412,,,
PARKING-S,SOCCERFIE,608.166635052,,,
PARKING-N,TENNISCOU,717.655729412,,,
TENNISCOU,CAMPUSCEN,264.200443510,,,
TENNISCOU,TOMASSOHA,288.722500613,,,
TENNISCOU,TRIMDININ,137.870232044,,,
TENNISCOU,JABBER,636.156770588,,,
TENNISCOU,RECREATION,199.403370488,,,
